pickers_distance_travelled,pickers_idle_time,vehicles_busy,shelf_deliveries,agvs_idle_time,clashes,agvs_distance_travelled,stucks,total_deliveries,total_clashes,total_stuck,episode_length,global_episode_return,episode_returns,overall_pick_rate,episode,env,id,time_taken
4,0,"[True, True, True, True, True, True, True, True, True, True, True]",0,2,0,5,0,29,24,5,500,29.10000000000022,[3.5 2.5 4.5 3.5 3.5 4.5 3.5 0.3 1.6 1.5 0.2],41.76,0,large-7agvs-4pickers-partialobs,0_ep0,0.8183763027191162
3,2,"[True, True, True, True, True, True, True, True, True, True, True]",0,2,0,5,0,29,18,6,500,29.200000000000205,[3.5 3.5 3.5 4.5 2.5 3.5 4.5 0.5 1.4 0.9 0.9],41.76,1,large-7agvs-4pickers-partialobs,1_ep1,0.8581767082214355
0,3,"[True, False, True, True, True, True, True, False, True, False, False]",0,6,0,1,0,26,15,6,500,25.500000000000213,[3.5 2.5 3.5 3.5 2.5 3.5 3.5 0.9 1.  0.5 0.6],37.44,2,large-7agvs-4pickers-partialobs,2_ep2,0.8595929145812988
1,3,"[True, True, True, True, True, True, True, False, False, True, False]",0,4,0,3,0,28,15,3,500,27.70000000000023,[2.5 3.5 4.5 2.5 4.5 3.5 3.5 0.5 0.9 0.6 1.2],40.32,3,large-7agvs-4pickers-partialobs,3_ep3,0.7949409484863281
2,2,"[True, True, True, True, True, True, True, True, True, False, False]",0,4,0,3,0,27,22,8,500,26.900000000000247,[3.5 3.5 3.5 3.5 3.5 3.5 2.5 0.7 1.2 0.9 0.6],38.88,4,large-7agvs-4pickers-partialobs,4_ep4,0.9005076885223389
2,3,"[True, True, True, True, True, True, True, True, False, True, False]",0,3,0,4,0,29,18,3,500,29.100000000000236,[ 3.5  3.5  2.5  4.5  2.5  5.5  3.5  1.1  1.3  1.5 -0.3],41.76,5,large-7agvs-4pickers-partialobs,5_ep5,0.8103330135345459
2,2,"[True, True, True, True, True, True, True, True, False, True, False]",0,4,0,4,0,28,25,6,500,27.900000000000247,[3.5 4.5 2.5 4.5 3.5 2.5 3.5 1.3 0.9 0.9 0.3],40.32,6,large-7agvs-4pickers-partialobs,6_ep6,0.7987923622131348
2,2,"[False, True, True, True, True, True, True, False, True, True, False]",0,1,0,6,0,34,28,0,500,35.10000000000015,[3.5 4.5 4.5 5.5 3.5 4.5 4.5 1.7 0.6 1.4 0.9],48.96,7,large-7agvs-4pickers-partialobs,7_ep7,0.8254454135894775
3,2,"[True, True, True, True, True, True, True, False, True, True, True]",0,2,0,5,0,27,16,1,500,26.600000000000215,[3.5 2.5 4.5 2.5 4.5 2.5 3.5 0.7 1.1 0.6 0.7],38.88,8,large-7agvs-4pickers-partialobs,8_ep8,0.8605918884277344
3,1,"[True, True, True, True, True, True, True, False, True, True, True]",0,2,0,5,0,29,37,2,500,29.200000000000173,[4.5 3.5 3.5 3.5 3.5 3.5 3.5 1.  0.7 1.7 0.3],41.76,9,large-7agvs-4pickers-partialobs,9_ep9,0.8302056789398193
